item,condition,object,human_prob,n_participants_engaged,n_participants_total,human_prob_unconditional,pct_elsewhere,is_target,llm_prob,human_prob_analysis,llm_prob_analysis
41,non-restrictive,toothbrush,0.0,3,15,0.0,0.8,False,0.0311,0.0,0.032541592549963375
41,restrictive,blouse,,0,13,0.0,1.0,True,0.2874,,0.2874
41,restrictive,iron,,0,13,0.0,1.0,False,0.0489,,0.0489
41,restrictive,pin,,0,13,0.0,1.0,False,0.655,,0.655
41,restrictive,toothbrush,,0,13,0.0,1.0,False,0.0087,,0.0087
42,non-restrictive,cone,0.0,1,13,0.0,0.9230769230769231,False,0.0265,0.0,0.028577590855170924
42,non-restrictive,shell,0.0,1,13,0.0,0.9230769230769231,False,0.0229,0.0,0.024695352097487328
42,non-restrictive,stone,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.8779,1.0,0.9467270570473417
42,restrictive,cone,0.0,2,15,0.0,0.8666666666666667,False,0.0737,0.0,0.0737
42,restrictive,orange,0.0,2,15,0.0,0.8666666666666667,True,0.4535,0.0,0.4535
42,restrictive,shell,1.0,2,15,0.13333333333333333,0.8666666666666667,False,0.0827,1.0,0.0827
42,restrictive,stone,0.0,2,15,0.0,0.8666666666666667,False,0.3901,0.0,0.3901
43,non-restrictive,apple,0.5,2,15,0.06666666666666667,0.8666666666666667,False,0.0169,1.0,0.49852507374631266
43,non-restrictive,chalk,0.0,2,15,0.0,0.8666666666666667,False,0.014,0.0,0.41297935103244837
43,non-restrictive,ruler,0.0,2,15,0.0,0.8666666666666667,False,0.003,0.0,0.08849557522123894
43,restrictive,apple,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0065,0.5,0.0065
43,restrictive,chalk,0.0,2,13,0.0,0.8461538461538461,False,0.0084,0.0,0.0084
43,restrictive,ruler,0.0,2,13,0.0,0.8461538461538461,False,0.0052,0.0,0.0052
43,restrictive,shirt,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.9799,0.5,0.9799
44,non-restrictive,bolt,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.0742,1.0,0.08798766749673902
44,non-restrictive,handle,0.0,1,13,0.0,0.9230769230769231,False,0.0461,0.0,0.054666192339618176
44,non-restrictive,pan,0.0,1,13,0.0,0.9230769230769231,False,0.723,0.0,0.8573461401636429
44,restrictive,bolt,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.1933,0.25,0.1933
44,restrictive,handle,0.0,4,15,0.0,0.7333333333333333,False,0.2559,0.0,0.2559
44,restrictive,pan,0.75,4,15,0.2,0.7333333333333333,False,0.0572,0.75,0.0572
44,restrictive,safe,0.0,4,15,0.0,0.7333333333333333,True,0.4936,0.0,0.4936
45,non-restrictive,glass,0.0,4,15,0.0,0.7333333333333333,False,0.0627,,0.975116640746501
45,non-restrictive,hammer,0.0,4,15,0.0,0.7333333333333333,False,0.0013,,0.02021772939346812
45,non-restrictive,ladle,0.0,4,15,0.0,0.7333333333333333,False,0.0003,,0.004665629860031104
45,restrictive,dough,1.0,1,13,0.07692307692307693,0.9230769230769231,True,0.9999,1.0,0.9999
45,restrictive,glass,0.0,1,13,0.0,0.9230769230769231,False,0.0001,0.0,0.0001
45,restrictive,hammer,0.0,1,13,0.0,0.9230769230769231,False,0.0,0.0,0.0
45,restrictive,ladle,0.0,1,13,0.0,0.9230769230769231,False,0.0,0.0,0.0
46,non-restrictive,ladle,0.3333333333333333,3,13,0.07692307692307693,0.7692307692307693,False,0.0083,1.0,0.009917552873700561
46,non-restrictive,peeler,0.0,3,13,0.0,0.7692307692307693,False,0.0031,0.0,0.00370414625403274
46,non-restrictive,pot,0.0,3,13,0.0,0.7692307692307693,False,0.8255,0.0,0.9863783008722667
46,restrictive,carrot,1.0,1,15,0.06666666666666667,0.9333333333333333,True,0.61,1.0,0.61
46,restrictive,ladle,0.0,1,15,0.0,0.9333333333333333,False,0.0069,0.0,0.0069
46,restrictive,peeler,0.0,1,15,0.0,0.9333333333333333,False,0.0014,0.0,0.0014
46,restrictive,pot,0.0,1,15,0.0,0.9333333333333333,False,0.3817,0.0,0.3817
47,non-restrictive,bow,0.75,4,15,0.2,0.7333333333333333,False,0.1251,1.0,0.22556797692030292
47,non-restrictive,gum,0.0,4,15,0.0,0.7333333333333333,False,0.0012,0.0,0.0021637216011539846
47,non-restrictive,stand,0.0,4,15,0.0,0.7333333333333333,False,0.4283,0.0,0.7722683014785432
47,restrictive,bow,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0622,0.5,0.0622
47,restrictive,gum,0.0,2,13,0.0,0.8461538461538461,False,0.0005,0.0,0.0005
47,restrictive,stand,0.0,2,13,0.0,0.8461538461538461,False,0.1818,0.0,0.1818
47,restrictive,violin,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.7555,0.5,0.7555
48,non-restrictive,dustpan,0.0,2,13,0.0,0.8461538461538461,False,0.0008,0.0,0.0019583843329253367
48,non-restrictive,footstool,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0078,0.5,0.01909424724602203
48,non-restrictive,roller,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.3999,0.5,0.9789473684210527
48,restrictive,carpet,0.0,4,15,0.0,0.7333333333333333,True,0.9692,0.0,0.9692
48,restrictive,dustpan,0.0,4,15,0.0,0.7333333333333333,False,0.0017,0.0,0.0017
48,restrictive,footstool,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0004,0.25,0.0004
48,restrictive,roller,0.75,4,15,0.2,0.7333333333333333,False,0.0287,0.75,0.0287
49,non-restrictive,flag,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.901,0.25,0.9383461778796084
49,non-restrictive,pouch,0.5,4,15,0.13333333333333333,0.7333333333333333,False,0.0555,0.5,0.05780045823786711
49,non-restrictive,pump,0.25,4,15,0.06666666666666667,0.7333333333333333,False,0.0037,0.25,0.003853363882524474
49,restrictive,balloon,,0,13,0.0,1.0,True,0.8931,,0.8931
49,restrictive,flag,,0,13,0.0,1.0,False,0.049,,0.049
49,restrictive,pouch,,0,13,0.0,1.0,False,0.0178,,0.0178
49,restrictive,pump,,0,13,0.0,1.0,False,0.04,,0.04
50,non-restrictive,envelope,0.3333333333333333,3,13,0.07692307692307693,0.7692307692307693,False,0.3994,1.0,0.4115404430705822
50,non-restrictive,rubber band,0.0,3,13,0.0,0.7692307692307693,False,0.0025,0.0,0.0025759917568263786
50,non-restrictive,scissors,0.0,3,13,0.0,0.7692307692307693,False,0.5686,0.0,0.5858835651725914
50,restrictive,envelope,0.0,2,15,0.0,0.8666666666666667,False,0.7792,0.0,0.7792
50,restrictive,rubber band,0.0,2,15,0.0,0.8666666666666667,False,0.0203,0.0,0.0203
50,restrictive,scissors,0.0,2,15,0.0,0.8666666666666667,False,0.0435,0.0,0.0435
50,restrictive,stamp,1.0,2,15,0.13333333333333333,0.8666666666666667,True,0.157,1.0,0.157
