item,condition,object,n_chose,n_participants_engaged,n_participants_total,human_prob,pct_elsewhere,is_target,llm_prob,verb,human_prob_analysis,llm_prob_analysis
38,restrictive,key,0,2,12.0,0.0,0.833333,False,0.0966,peel,0.0,0.0966
38,restrictive,marker,1,2,12.0,0.5,0.833333,False,0.0087,peel,0.5,0.0087
38,restrictive,mitten,1,2,12.0,0.5,0.833333,False,0.0045,peel,0.5,0.0045
38,non-restrictive,marker,1,1,12.0,1.0,0.916667,False,0.4281,move,1.0,0.4281
38,non-restrictive,key,0,1,12.0,0.0,0.916667,False,0.3927,move,0.0,0.3927
38,non-restrictive,banana,0,1,12.0,0.0,0.916667,True,0.1622,move,0.0,0.1622
38,non-restrictive,mitten,0,1,12.0,0.0,0.916667,False,0.017,move,0.0,0.017
39,restrictive,cloth,1,1,12.0,1.0,0.916667,False,0.8628,tie,1.0,0.8628
39,restrictive,apron,0,1,12.0,0.0,0.916667,True,0.0796,tie,0.0,0.0796
39,restrictive,broom,0,1,12.0,0.0,0.916667,False,0.0521,tie,0.0,0.0521
39,restrictive,mop,0,1,12.0,0.0,0.916667,False,0.0055,tie,0.0,0.0055
39,non-restrictive,cloth,0,4,12.0,0.0,0.666667,False,0.4633,carry,0.0,0.4633
39,non-restrictive,apron,2,4,12.0,0.5,0.666667,True,0.2601,carry,0.5,0.2601
39,non-restrictive,broom,2,4,12.0,0.5,0.666667,False,0.2379,carry,0.5,0.2379
39,non-restrictive,mop,0,4,12.0,0.0,0.666667,False,0.0387,carry,0.0,0.0387
40,restrictive,shoelace,0,1,12.0,0.0,0.916667,True,0.4426,tie,0.0,0.4426
40,restrictive,buckle,0,1,12.0,0.0,0.916667,False,0.4395,tie,0.0,0.4395
40,restrictive,mat,1,1,12.0,1.0,0.916667,False,0.1137,tie,1.0,0.1137
40,restrictive,shampoo,0,1,12.0,0.0,0.916667,False,0.0042,tie,0.0,0.0042
40,non-restrictive,mat,1,1,12.0,1.0,0.916667,False,0.8785,move,1.0,0.8785
40,non-restrictive,buckle,0,1,12.0,0.0,0.916667,False,0.0678,move,0.0,0.0678
40,non-restrictive,shampoo,0,1,12.0,0.0,0.916667,False,0.0332,move,0.0,0.0332
40,non-restrictive,shoelace,0,1,12.0,0.0,0.916667,True,0.0205,move,0.0,0.0205
41,restrictive,pin,0,0,12.0,,1.0,False,0.655,button,,0.655
41,restrictive,blouse,0,0,12.0,,1.0,True,0.2874,button,,0.2874
41,restrictive,iron,0,0,12.0,,1.0,False,0.0489,button,,0.0489
41,restrictive,toothbrush,0,0,12.0,,1.0,False,0.0087,button,,0.0087
41,non-restrictive,iron,1,2,12.0,0.5,0.833333,False,0.6106,hold,0.5,0.6106
41,non-restrictive,pin,0,2,12.0,0.0,0.833333,False,0.314,hold,0.0,0.314
41,non-restrictive,blouse,1,2,12.0,0.5,0.833333,True,0.0442,hold,0.5,0.0442
41,non-restrictive,toothbrush,0,2,12.0,0.0,0.833333,False,0.0311,hold,0.0,0.0311
42,restrictive,orange,0,2,12.0,0.0,0.833333,True,0.4535,squeeze,0.0,0.4535
42,restrictive,stone,0,2,12.0,0.0,0.833333,False,0.3901,squeeze,0.0,0.3901
42,restrictive,shell,2,2,12.0,1.0,0.833333,False,0.0827,squeeze,1.0,0.0827
42,restrictive,cone,0,2,12.0,0.0,0.833333,False,0.0737,squeeze,0.0,0.0737
42,non-restrictive,stone,1,1,12.0,1.0,0.916667,False,0.8779,move,1.0,0.8779
42,non-restrictive,orange,0,1,12.0,0.0,0.916667,True,0.0727,move,0.0,0.0727
42,non-restrictive,cone,0,1,12.0,0.0,0.916667,False,0.0265,move,0.0,0.0265
42,non-restrictive,shell,0,1,12.0,0.0,0.916667,False,0.0229,move,0.0,0.0229
43,restrictive,shirt,1,2,12.0,0.5,0.833333,True,0.9799,sew,0.5,0.9799
43,restrictive,chalk,0,2,12.0,0.0,0.833333,False,0.0084,sew,0.0,0.0084
43,restrictive,apple,1,2,12.0,0.5,0.833333,False,0.0065,sew,0.5,0.0065
43,restrictive,ruler,0,2,12.0,0.0,0.833333,False,0.0052,sew,0.0,0.0052
43,non-restrictive,shirt,1,2,12.0,0.5,0.833333,True,0.9662,wash,0.5,0.9662
43,non-restrictive,apple,1,2,12.0,0.5,0.833333,False,0.0169,wash,0.5,0.0169
43,non-restrictive,chalk,0,2,12.0,0.0,0.833333,False,0.014,wash,0.0,0.014
43,non-restrictive,ruler,0,2,12.0,0.0,0.833333,False,0.003,wash,0.0,0.003
44,restrictive,safe,0,3,12.0,0.0,0.75,True,0.4936,lock,0.0,0.4936
44,restrictive,handle,0,3,12.0,0.0,0.75,False,0.2559,lock,0.0,0.2559
44,restrictive,bolt,1,3,12.0,0.3333333333333333,0.75,False,0.1933,lock,0.3333333333333333,0.1933
44,restrictive,pan,2,3,12.0,0.6666666666666666,0.75,False,0.0572,lock,0.6666666666666666,0.0572
44,non-restrictive,pan,0,1,12.0,0.0,0.916667,False,0.723,wipe,0.0,0.723
44,non-restrictive,safe,0,1,12.0,0.0,0.916667,True,0.1567,wipe,0.0,0.1567
44,non-restrictive,bolt,1,1,12.0,1.0,0.916667,False,0.0742,wipe,1.0,0.0742
44,non-restrictive,handle,0,1,12.0,0.0,0.916667,False,0.0461,wipe,0.0,0.0461
45,restrictive,dough,1,1,12.0,1.0,0.916667,True,0.9999,knead,1.0,0.9999
45,restrictive,glass,0,1,12.0,0.0,0.916667,False,0.0001,knead,0.0,0.0001
45,restrictive,ladle,0,1,12.0,0.0,0.916667,False,0.0,knead,0.0,0.0
45,restrictive,hammer,0,1,12.0,0.0,0.916667,False,0.0,knead,0.0,0.0
45,non-restrictive,dough,2,2,12.0,1.0,0.833333,True,0.9357,inspect,1.0,0.9357
45,non-restrictive,glass,0,2,12.0,0.0,0.833333,False,0.0627,inspect,0.0,0.0627
45,non-restrictive,hammer,0,2,12.0,0.0,0.833333,False,0.0013,inspect,0.0,0.0013
45,non-restrictive,ladle,0,2,12.0,0.0,0.833333,False,0.0003,inspect,0.0,0.0003
46,restrictive,carrot,1,1,12.0,1.0,0.916667,True,0.61,grate,1.0,0.61
46,restrictive,pot,0,1,12.0,0.0,0.916667,False,0.3817,grate,0.0,0.3817
46,restrictive,ladle,0,1,12.0,0.0,0.916667,False,0.0069,grate,0.0,0.0069
46,restrictive,peeler,0,1,12.0,0.0,0.916667,False,0.0014,grate,0.0,0.0014
46,non-restrictive,pot,0,3,12.0,0.0,0.75,False,0.8255,carry,0.0,0.8255
46,non-restrictive,carrot,2,3,12.0,0.6666666666666666,0.75,True,0.1632,carry,0.6666666666666666,0.1632
46,non-restrictive,ladle,1,3,12.0,0.3333333333333333,0.75,False,0.0083,carry,0.3333333333333333,0.0083
46,non-restrictive,peeler,0,3,12.0,0.0,0.75,False,0.0031,carry,0.0,0.0031
47,restrictive,violin,1,2,12.0,0.5,0.833333,True,0.7555,tune,0.5,0.7555
47,restrictive,stand,0,2,12.0,0.0,0.833333,False,0.1818,tune,0.0,0.1818
47,restrictive,bow,1,2,12.0,0.5,0.833333,False,0.0622,tune,0.5,0.0622
47,restrictive,gum,0,2,12.0,0.0,0.833333,False,0.0005,tune,0.0,0.0005
47,non-restrictive,violin,1,3,12.0,0.3333333333333333,0.75,True,0.4453,move,0.3333333333333333,0.4453
47,non-restrictive,stand,0,3,12.0,0.0,0.75,False,0.4283,move,0.0,0.4283
47,non-restrictive,bow,2,3,12.0,0.6666666666666666,0.75,False,0.1251,move,0.6666666666666666,0.1251
47,non-restrictive,gum,0,3,12.0,0.0,0.75,False,0.0012,move,0.0,0.0012
48,restrictive,carpet,0,3,12.0,0.0,0.75,True,0.9692,vacuum,0.0,0.9692
48,restrictive,roller,2,3,12.0,0.6666666666666666,0.75,False,0.0287,vacuum,0.6666666666666666,0.0287
48,restrictive,dustpan,0,3,12.0,0.0,0.75,False,0.0017,vacuum,0.0,0.0017
48,restrictive,footstool,1,3,12.0,0.3333333333333333,0.75,False,0.0004,vacuum,0.3333333333333333,0.0004
48,non-restrictive,carpet,0,2,12.0,0.0,0.833333,True,0.5915,move,0.0,0.5915
48,non-restrictive,roller,1,2,12.0,0.5,0.833333,False,0.3999,move,0.5,0.3999
48,non-restrictive,footstool,1,2,12.0,0.5,0.833333,False,0.0078,move,0.5,0.0078
48,non-restrictive,dustpan,0,2,12.0,0.0,0.833333,False,0.0008,move,0.0,0.0008
49,restrictive,balloon,0,0,12.0,,1.0,True,0.8931,inflate,,0.8931
49,restrictive,flag,0,0,12.0,,1.0,False,0.049,inflate,,0.049
49,restrictive,pump,0,0,12.0,,1.0,False,0.04,inflate,,0.04
49,restrictive,pouch,0,0,12.0,,1.0,False,0.0178,inflate,,0.0178
49,non-restrictive,flag,1,3,12.0,0.3333333333333333,0.75,False,0.901,carry,0.3333333333333333,0.901
49,non-restrictive,pouch,1,3,12.0,0.3333333333333333,0.75,False,0.0555,carry,0.3333333333333333,0.0555
49,non-restrictive,balloon,0,3,12.0,0.0,0.75,True,0.0398,carry,0.0,0.0398
49,non-restrictive,pump,1,3,12.0,0.3333333333333333,0.75,False,0.0037,carry,0.3333333333333333,0.0037
50,restrictive,envelope,0,2,12.0,0.0,0.833333,False,0.7792,lick,0.0,0.7792
50,restrictive,stamp,2,2,12.0,1.0,0.833333,True,0.157,lick,1.0,0.157
50,restrictive,scissors,0,2,12.0,0.0,0.833333,False,0.0435,lick,0.0,0.0435
50,restrictive,rubber band,0,2,12.0,0.0,0.833333,False,0.0203,lick,0.0,0.0203
50,non-restrictive,scissors,0,3,12.0,0.0,0.75,False,0.5686,pick up,0.0,0.5686
50,non-restrictive,envelope,1,3,12.0,0.3333333333333333,0.75,False,0.3994,pick up,0.3333333333333333,0.3994
50,non-restrictive,stamp,2,3,12.0,0.6666666666666666,0.75,True,0.0295,pick up,0.6666666666666666,0.0295
50,non-restrictive,rubber band,0,3,12.0,0.0,0.75,False,0.0025,pick up,0.0,0.0025
