item,condition,object,human_prob,n_participants_engaged,n_participants_total,human_prob_unconditional,pct_elsewhere,is_target,llm_prob
44,non-restrictive,pan,0.0,1,13,0.0,0.9230769230769231,False,0.723
44,non-restrictive,safe,0.0,1,13,0.0,0.9230769230769231,True,0.1567
44,restrictive,bolt,0.5,5,15,0.16666666666666666,0.6666666666666666,False,0.1933
44,restrictive,handle,0.0,5,15,0.0,0.6666666666666666,False,0.2559
44,restrictive,pan,0.5,5,15,0.16666666666666666,0.6666666666666666,False,0.0572
44,restrictive,safe,0.0,5,15,0.0,0.6666666666666666,True,0.4936
45,non-restrictive,dough,1.0,5,15,0.3333333333333333,0.6666666666666666,True,0.9357
45,non-restrictive,glass,0.0,5,15,0.0,0.6666666666666666,False,0.0627
45,non-restrictive,hammer,0.0,5,15,0.0,0.6666666666666666,False,0.0013
45,non-restrictive,ladle,0.0,5,15,0.0,0.6666666666666666,False,0.0003
45,restrictive,dough,,0,13,0.0,1.0,True,0.9999
45,restrictive,glass,,0,13,0.0,1.0,False,0.0001
45,restrictive,hammer,,0,13,0.0,1.0,False,0.0
45,restrictive,ladle,,0,13,0.0,1.0,False,0.0
46,non-restrictive,carrot,0.5,4,13,0.15384615384615385,0.6923076923076923,True,0.1632
46,non-restrictive,ladle,0.25,4,13,0.07692307692307693,0.6923076923076923,False,0.0083
46,non-restrictive,peeler,0.0,4,13,0.0,0.6923076923076923,False,0.0031
46,non-restrictive,pot,0.25,4,13,0.07692307692307693,0.6923076923076923,False,0.8255
46,restrictive,carrot,0.25,2,15,0.03333333333333333,0.8666666666666667,True,0.61
46,restrictive,ladle,0.0,2,15,0.0,0.8666666666666667,False,0.0069
46,restrictive,peeler,0.0,2,15,0.0,0.8666666666666667,False,0.0014
46,restrictive,pot,0.75,2,15,0.1,0.8666666666666667,False,0.3817
47,non-restrictive,bow,0.75,4,15,0.2,0.7333333333333333,False,0.1251
47,non-restrictive,gum,0.0,4,15,0.0,0.7333333333333333,False,0.0012
47,non-restrictive,stand,0.0,4,15,0.0,0.7333333333333333,False,0.4283
47,non-restrictive,violin,0.25,4,15,0.06666666666666667,0.7333333333333333,True,0.4453
47,restrictive,bow,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.0622
47,restrictive,gum,0.0,2,13,0.0,0.8461538461538461,False,0.0005
47,restrictive,stand,0.0,2,13,0.0,0.8461538461538461,False,0.1818
47,restrictive,violin,0.5,2,13,0.07692307692307693,0.8461538461538461,True,0.7555
48,non-restrictive,carpet,0.25,2,13,0.038461538461538464,0.8461538461538461,True,0.5915
48,non-restrictive,dustpan,0.0,2,13,0.0,0.8461538461538461,False,0.0008
48,non-restrictive,footstool,0.25,2,13,0.038461538461538464,0.8461538461538461,False,0.0078
48,non-restrictive,roller,0.5,2,13,0.07692307692307693,0.8461538461538461,False,0.3999
48,restrictive,carpet,0.0,5,15,0.0,0.6666666666666666,True,0.9692
48,restrictive,dustpan,0.0,5,15,0.0,0.6666666666666666,False,0.0017
48,restrictive,footstool,0.1,5,15,0.03333333333333333,0.6666666666666666,False,0.0004
48,restrictive,roller,0.9,5,15,0.3,0.6666666666666666,False,0.0287
49,non-restrictive,balloon,0.125,4,15,0.03333333333333333,0.7333333333333333,True,0.0398
49,non-restrictive,flag,0.41664999999999996,4,15,0.11110666666666666,0.7333333333333333,False,0.901
49,non-restrictive,pouch,0.33335,4,15,0.08889333333333332,0.7333333333333333,False,0.0555
49,non-restrictive,pump,0.125,4,15,0.03333333333333333,0.7333333333333333,False,0.0037
49,restrictive,balloon,0.0,1,13,0.0,0.9230769230769231,True,0.8931
49,restrictive,flag,0.0,1,13,0.0,0.9230769230769231,False,0.049
49,restrictive,pouch,0.0,1,13,0.0,0.9230769230769231,False,0.0178
49,restrictive,pump,1.0,1,13,0.07692307692307693,0.9230769230769231,False,0.04
50,non-restrictive,envelope,0.3333333333333333,3,13,0.07692307692307693,0.7692307692307693,False,0.3994
50,non-restrictive,rubber band,0.0,3,13,0.0,0.7692307692307693,False,0.0025
50,non-restrictive,scissors,0.0,3,13,0.0,0.7692307692307693,False,0.5686
50,non-restrictive,stamp,0.6666666666666666,3,13,0.15384615384615385,0.7692307692307693,True,0.0295
50,restrictive,envelope,0.0,2,15,0.0,0.8666666666666667,False,0.7792
50,restrictive,rubber band,0.0,2,15,0.0,0.8666666666666667,False,0.0203
50,restrictive,scissors,0.0,2,15,0.0,0.8666666666666667,False,0.0435
50,restrictive,stamp,1.0,2,15,0.13333333333333333,0.8666666666666667,True,0.157
