"acc","accuracy","audio_file","average_response_time","avg_rt","background","block_size","canvas_backend","clock_backend","color_backend","condition","correct","correct_experiment_intro","correct_experiment_intro2","correct_new_1_keyboard_response","correct_new_2_keyboard_response","correct_new_2_sketchpad","correct_new_3_keyboard_response","correct_new_3_sketchpad","correct_new_4_keyboard_response","correct_new_4_sketchpad","correct_new_5_keyboard_response","correct_new_5_sketchpad","correct_new_6_keyboard_response","correct_new_6_sketchpad","correct_new_7_keyboard_response","correct_new_7_sketchpad","correct_new_8_keyboard_response","correct_new_keyboard_response","correct_new_mouse_response","correct_welcome","count_definitions","count_experiment","count_experiment_intro","count_experiment_intro2","count_image_delay","count_image_nosub","count_image_sub","count_increment_roundCounter","count_instruction","count_instructions","count_log_instruction","count_new_1_inline_script","count_new_1_keyboard_response","count_new_1_pygaze_log","count_new_1_sketchpad","count_new_2_keyboard_response","count_new_2_pygaze_log","count_new_2_sketchpad","count_new_3_keyboard_response","count_new_3_sketchpad","count_new_4_keyboard_response","count_new_4_sketchpad","count_new_5_keyboard_response","count_new_5_sketchpad","count_new_6_keyboard_response","count_new_6_sketchpad","count_new_7_keyboard_response","count_new_7_sketchpad","count_new_8_keyboard_response","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_mouse_response","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_sentence_audio","count_trial_loop","count_trial_sequence","count_welcome","csv_filepath","csv_id","cursor_roi","cursor_x","cursor_y","datetime","delay_image_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","id","image_nosub","image_sub","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","psychopy_screen","repeat_cycle","response","response_experiment_intro","response_experiment_intro2","response_instruction","response_new_1_keyboard_response","response_new_1_sketchpad","response_new_2_keyboard_response","response_new_2_sketchpad","response_new_3_keyboard_response","response_new_3_sketchpad","response_new_4_keyboard_response","response_new_4_sketchpad","response_new_5_keyboard_response","response_new_5_sketchpad","response_new_6_keyboard_response","response_new_6_sketchpad","response_new_7_keyboard_response","response_new_7_sketchpad","response_new_8_keyboard_response","response_new_keyboard_response","response_new_mouse_response","response_time","response_time_experiment_intro","response_time_experiment_intro2","response_time_instruction","response_time_new_1_keyboard_response","response_time_new_1_sketchpad","response_time_new_2_keyboard_response","response_time_new_2_sketchpad","response_time_new_3_keyboard_response","response_time_new_3_sketchpad","response_time_new_4_keyboard_response","response_time_new_4_sketchpad","response_time_new_5_keyboard_response","response_time_new_5_sketchpad","response_time_new_6_keyboard_response","response_time_new_6_sketchpad","response_time_new_7_keyboard_response","response_time_new_7_sketchpad","response_time_new_8_keyboard_response","response_time_new_keyboard_response","response_time_new_mouse_response","response_time_welcome","response_welcome","round","round_decimals","sampler_backend","sentence","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_position","time_definitions","time_experiment","time_experiment_intro","time_experiment_intro2","time_image_delay","time_image_nosub","time_image_sub","time_increment_roundCounter","time_instruction","time_instructions","time_log_instruction","time_new_1_inline_script","time_new_1_keyboard_response","time_new_1_pygaze_log","time_new_1_sketchpad","time_new_2_keyboard_response","time_new_2_pygaze_log","time_new_2_sketchpad","time_new_3_keyboard_response","time_new_3_sketchpad","time_new_4_keyboard_response","time_new_4_sketchpad","time_new_5_keyboard_response","time_new_5_sketchpad","time_new_6_keyboard_response","time_new_6_sketchpad","time_new_7_keyboard_response","time_new_7_sketchpad","time_new_8_keyboard_response","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_mouse_response","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_sentence_audio","time_trial_loop","time_trial_sequence","time_welcome","timeout","title","total_correct","total_response_time","total_responses","width"
"100","100","6_r.wav","2946","2946","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","22","22","22","NA","0","NA","NA","22","22","0","NA","22","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","22","NA","0","22","22","22","22","22","0","22","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","6","7_pos4_nosub.png","7_pos4_sub.png","psycho","22","22","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2484.9415000062436","17129.59360005334","6626.324199954979","NA","2484.9415000062436","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","23","2","psycho","The housewife will fry the mushrooms","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","380798.8438999746","384822.78469996527","380563.9356999891","NA","93444.69110004138","NA","NA","378078.22829997167","388309.971199953","NA","NA","384822.8550000349","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","388329.590999987","NA","32708.51260004565","384799.0552999545","380786.61399998236","378068.97370005026","378078.1215999741","384841.66010003537","154867.88689997047","380785.75659997296","5065.9204999683425","3000","SceneViewing","22","64814.13110042922","22","1920"
"100","100","36_n.wav","2880","2880","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","23","23","23","NA","0","NA","NA","23","23","0","NA","23","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","23","NA","0","23","23","23","23","23","0","23","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","36","37_pos2_nosub.png","37_pos2_sub.png","psycho","23","23","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1436.086899950169","17129.59360005334","6626.324199954979","NA","1436.086899950169","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","24","2","psycho","The kid will stack the lego","1024","2","24000","-16","experiment","5","odd","2","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","389986.26230005175","394010.490900022","389787.90740005206","NA","93444.69110004138","NA","NA","388351.1219000211","397040.0486000581","NA","NA","394010.5424999492","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","397059.86989999656","NA","32708.51260004565","393986.5009000059","389973.05759997107","388341.51759999804","388351.0029000463","394029.88689998165","154867.88689997047","389972.28770004585","5065.9204999683425","3000","SceneViewing","23","66250.21800037939","23","1920"
"100","100","12_r.wav","2867","2867","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","24","24","24","NA","0","NA","NA","24","24","0","NA","24","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","24","NA","0","24","24","24","24","24","0","24","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","12","13_pos2_nosub.png","13_pos2_sub.png","psycho","24","24","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2561.8935000384226","17129.59360005334","6626.324199954979","NA","2561.8935000384226","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","25","2","psycho","The man will sail the boat","1024","2","24000","-16","experiment","5","odd","2","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","399846.9812000403","403870.3033999773","399651.88639995176","NA","93444.69110004138","NA","NA","397089.2570000142","406639.8272999795","NA","NA","403870.3722000355","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","406658.982199966","NA","32708.51260004565","403847.59609994944","399833.0428999616","397079.3032000074","397089.15330003947","403889.95630003046","154867.88689997047","399832.24020001944","5065.9204999683425","3000","SceneViewing","24","68812.11150041781","24","1920"
"100","100","10_r.wav","2831","2831","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","25","25","25","NA","0","NA","NA","25","25","0","NA","25","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","25","NA","0","25","25","25","25","25","0","25","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","10","11_pos4_nosub.png","11_pos4_sub.png","psycho","25","25","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1976.6513000940904","17129.59360005334","6626.324199954979","NA","1976.6513000940904","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","26","2","psycho","The man will repair the washing machine","1024","2","24000","-16","experiment","5","odd","4","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","408864.6712000482","412888.07770004496","408668.161700014","NA","93444.69110004138","NA","NA","406690.50599995535","416579.8208999913","NA","NA","412888.1315999897","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","416598.9054000238","NA","32708.51260004565","412865.1104000164","408849.4201999856","406679.4535999652","406690.4013999738","412907.19779999927","154867.88689997047","408848.76449999865","5065.9204999683425","3000","SceneViewing","25","70788.7628005119","25","1920"
"100","100","40_n.wav","2795","2795","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","26","26","26","NA","0","NA","NA","26","26","0","NA","26","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","26","NA","0","26","26","26","26","26","0","26","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","40","41_pos2_nosub.png","41_pos2_sub.png","psycho","26","26","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1882.7018999727443","17129.59360005334","6626.324199954979","NA","1882.7018999727443","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","27","2","psycho","The girl will hold the blouse","1024","2","24000","-16","experiment","5","odd","2","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","418695.4120999435","422720.2957000118","418500.2576999832","NA","93444.69110004138","NA","NA","416616.6222000029","425620.0905999867","NA","NA","422720.38219997194","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","425639.4423999591","NA","32708.51260004565","422695.9628999466","418680.66670000553","416607.5727000134","416616.5385999484","422739.6152999718","154867.88689997047","418680.0117000239","5065.9204999683425","3000","SceneViewing","26","72671.46470048465","26","1920"
"100","100","49_n.wav","2773","2773","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","27","27","27","NA","0","NA","NA","27","27","0","NA","27","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","27","NA","0","27","27","27","27","27","0","27","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","49","50_pos3_nosub.png","50_pos3_sub.png","psycho","27","27","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2203.7346999859437","17129.59360005334","6626.324199954979","NA","2203.7346999859437","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","28","2","psycho","The man will pick up the stamp","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","428099.71450001467","432123.59339999966","427860.17460003495","NA","93444.69110004138","NA","NA","425655.4752000375","435030.3120999597","NA","NA","432123.6569000175","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","435049.8365999665","NA","32708.51260004565","432100.44750000816","428087.40900002886","425646.34790003765","425655.3830000339","432143.09569995385","154867.88689997047","428086.7778999964","5065.9204999683425","3000","SceneViewing","27","74875.19940047059","27","1920"
"100","100","44_n.wav","2742","2742","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","28","28","28","NA","0","NA","NA","28","28","0","NA","28","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","28","NA","0","28","28","28","28","28","0","28","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","44","45_pos2_nosub.png","45_pos2_sub.png","psycho","28","28","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1913.3308000164106","17129.59360005334","6626.324199954979","NA","1913.3308000164106","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","29","2","psycho","The baker will inspect the dough","1024","2","24000","-16","experiment","5","odd","2","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","437217.8717999486","441240.6178000383","436980.07349995896","NA","93444.69110004138","NA","NA","435065.805500024","444419.9122999562","NA","NA","441240.685799974","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","444439.1917999601","NA","32708.51260004565","441218.085499946","437204.05910001136","435055.11920002755","435065.6961000059","441259.7713000141","154867.88689997047","437203.3668999793","5065.9204999683425","3000","SceneViewing","28","76788.530200487","28","1920"
"100","100","17_r.wav","2743","2743","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","29","29","29","NA","0","NA","NA","29","29","0","NA","29","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","29","NA","0","29","29","29","29","29","0","29","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","17","18_pos3_nosub.png","18_pos3_sub.png","psycho","29","29","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2770.213900017552","17129.59360005334","6626.324199954979","NA","2770.213900017552","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","30","2","psycho","The man will chop the wood","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","447446.6775000328","451471.12989996094","447243.76219999976","NA","93444.69110004138","NA","NA","444472.90469997097","454209.806800005","NA","NA","451471.2057999568","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","454229.7701999778","NA","32708.51260004565","451446.8643000582","447430.7617000304","444463.39209994767","444472.7987999795","451490.4933000216","154867.88689997047","447429.90109999664","5065.9204999683425","3000","SceneViewing","29","79558.74410050455","29","1920"
"100","100","31_n.wav","2708","2708","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","30","30","30","NA","0","NA","NA","30","30","0","NA","30","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","30","NA","0","30","30","30","30","30","0","30","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","31","32_pos1_nosub.png","32_pos1_sub.png","psycho","30","30","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1688.0718000466004","17129.59360005334","6626.324199954979","NA","1688.0718000466004","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","31","2","psycho","The woman will examine the bottle","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","456153.36460003164","460176.64089996833","455948.4257999575","NA","93444.69110004138","NA","NA","454259.23099997453","463379.82869998086","NA","NA","460176.72700004186","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","463399.56179994624","NA","32708.51260004565","460153.70859997347","456136.1259999685","454249.004399986","454259.1381999664","460196.0420999676","154867.88689997047","456135.71419997606","5065.9204999683425","3000","SceneViewing","30","81246.81590055116","30","1920"
"100","100","23_r.wav","2686","2686","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","31","31","31","NA","0","NA","NA","31","31","0","NA","31","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","31","NA","0","31","31","31","31","31","0","31","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","23","24_pos1_nosub.png","24_pos1_sub.png","psycho","31","31","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2022.690299898386","17129.59360005334","6626.324199954979","NA","2022.690299898386","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","32","2","psycho","The girl will knit the scarf","1024","2","24000","-16","experiment","5","odd","1","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","465643.8326999778","469667.28269995656","465451.94169995375","NA","93444.69110004138","NA","NA","463428.39380004443","472489.76829997264","NA","NA","469667.3863000469","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","472509.6297999844","NA","32708.51260004565","469644.00249999017","465630.8428000193","463419.1660999786","463428.29900002107","469686.6183000384","154867.88689997047","465630.0575999776","5065.9204999683425","3000","SceneViewing","31","83269.50620044954","31","1920"
"100","100","29_n.wav","2673","2673","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","32","32","32","NA","0","NA","NA","32","32","0","NA","32","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","32","NA","0","32","32","32","32","32","0","32","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","29","30_pos3_nosub.png","30_pos3_sub.png","psycho","32","32","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2288.3185000391677","17129.59360005334","6626.324199954979","NA","2288.3185000391677","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","33","2","psycho","The grandmother will eadturn the newspaper","1024","2","24000","-16","experiment","5","odd","3","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","475033.193500014","479057.11499997415","474827.97870005015","NA","93444.69110004138","NA","NA","472538.87499996927","483219.97830003966","NA","NA","479057.17809998896","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","483239.89119997714","NA","32708.51260004565","479033.8670000201","475016.4058000082","472528.9781000465","472538.6048000073","479075.72359999176","154867.88689997047","475015.83110005595","5065.9204999683425","3000","SceneViewing","32","85557.82470048871","32","1920"
"100","100","28_n.wav","2671","2671","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","NA","33","33","33","NA","0","NA","NA","33","33","0","NA","33","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","33","NA","0","33","33","33","33","33","0","33","0","participant_group2.csv","2","NA","NA","NA","Sun Jun 21 14:46:05 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","28","29_pos2_nosub.png","29_pos2_sub.png","psycho","33","33","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-5.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2615.3040999779478","17129.59360005334","6626.324199954979","NA","2615.3040999779478","NA","NA","5555.089200031944","NA","4212.044200045057","NA","5865.076999994926","NA","6011.813999968581","NA","10356.004000059329","NA","5627.877799910493","NA","NA","NA","27641.54940005392","space","34","2","psycho","The cat will push the milk","1024","2","24000","-16","experiment","5","odd","2","154867.85349994898","5056.645400007255","93449.77099995594","110584.97690001968","NA","486099.3692999473","490122.60769994464","485900.02960001584","NA","93444.69110004138","NA","NA","483283.855900052","492869.8603999801","NA","NA","490122.65479995403","117216.36139997281","NA","122775.270299986","NA","126994.28850004915","NA","132863.49050002173","NA","138879.35499998275","NA","149239.42540003918","NA","NA","NA","492889.3017000519","NA","32708.51260004565","490099.9386999756","486086.44660003483","483274.2708999431","483283.7556999875","490141.7429000139","154867.88689997047","486085.78470000066","5065.9204999683425","3000","SceneViewing","33","88173.12880046666","33","1920"
